hg_idx,config_name,edge,members,hlrc,hfrc,edge_label,k_uniform,num_comms,block_sizes,community_edge_probs,seed,node_labels
0,k3_two_comm,12,"['1', '8', '13']",0.28257575757575765,-24,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,13,"['1', '9', '12']",0.1527777777777778,-30,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,14,"['1', '9', '13']",0.45833333333333326,-30,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,15,"['1', '12', '14']",0.11752136752136744,-27,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,16,"['2', '3', '13']",0.0992424242424243,-22,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,17,"['2', '5', '12']",0.5011655011655012,-22,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,18,"['2', '6', '7']",-0.04090909090909095,-14,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,19,"['2', '8', '9']",0.5719696969696969,-27,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,20,"['2', '11', '14']",0.4178321678321678,-22,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,21,"['3', '4', '8']",0.21590909090909088,-26,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,22,"['3', '4', '9']",0.33333333333333326,-32,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,23,"['3', '5', '9']",0.4455128205128205,-34,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,24,"['3', '8', '9']",0.39015151515151514,-32,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,25,"['3', '9', '13']",0.6416666666666666,-31,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,26,"['3', '10', '13']",-0.07500000000000001,-22,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,27,"['3', '10', '14']",-0.12051282051282058,-26,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,28,"['4', '5', '9']",0.28525641025641024,-32,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,29,"['4', '5', '13']",0.23333333333333334,-25,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,30,"['4', '8', '14']",0.17424242424242425,-27,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,31,"['4', '9', '11']",0.09166666666666662,-28,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,32,"['4', '9', '14']",0.28525641025641024,-33,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,33,"['4', '21', '22']",-0.6845238095238095,-25,inter,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,34,"['5', '6', '13']",-0.10384615384615387,-22,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,35,"['5', '7', '14']",0.40384615384615385,-25,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,36,"['5', '8', '13']",0.2409090909090909,-25,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,37,"['5', '9', '10']",0.056410256410256376,-29,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,38,"['5', '11', '12']",0.32222222222222224,-23,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,39,"['5', '12', '14']",0.6752136752136751,-28,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,40,"['6', '10', '12']",-0.1611111111111111,-17,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,41,"['6', '10', '14']",-0.10384615384615387,-21,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,42,"['6', '11', '12']",0.04999999999999999,-18,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,43,"['7', '8', '11']",-0.04090909090909095,-18,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,44,"['7', '8', '14']",0.2409090909090909,-23,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,45,"['7', '18', '24']",-0.6416666666666667,-22,inter,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,46,"['8', '9', '14']",0.5099067599067598,-33,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,47,"['8', '11', '12']",0.2111111111111112,-21,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,48,"['9', '11', '14']",0.41025641025641024,-31,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,49,"['10', '25', '29']",-0.617948717948718,-19,inter,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,50,"['15', '16', '18']",0.19761904761904764,-26,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,51,"['15', '17', '28']",-0.02499999999999991,-20,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,52,"['15', '20', '26']",0.5807692307692307,-21,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,53,"['15', '20', '29']",0.7576923076923077,-22,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,54,"['15', '21', '24']",0.27499999999999997,-22,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,55,"['15', '25', '28']",0.06111111111111106,-13,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,56,"['16', '17', '23']",0.5404761904761904,-29,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,57,"['16', '17', '29']",0.5471611721611722,-35,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,58,"['16', '18', '19']",0.08730158730158727,-26,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,59,"['16', '18', '20']",0.5471611721611722,-30,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,60,"['16', '18', '28']",0.2698412698412698,-27,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,61,"['16', '20', '24']",0.5471611721611722,-32,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,62,"['16', '21', '25']",0.2698412698412698,-26,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,63,"['16', '21', '29']",0.5471611721611722,-32,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,64,"['16', '22', '24']",0.5416666666666666,-33,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,65,"['16', '22', '28']",0.25793650793650796,-28,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,66,"['16', '22', '29']",0.4807692307692307,-33,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,67,"['16', '23', '27']",0.3857142857142858,-25,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,68,"['16', '24', '27']",0.5404761904761904,-31,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,69,"['16', '24', '29']",0.5471611721611722,-34,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,70,"['16', '26', '29']",0.6346153846153846,-33,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,71,"['17', '19', '21']",0.15277777777777768,-23,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,72,"['17', '19', '27']",0.1694444444444444,-22,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,73,"['17', '20', '22']",0.39239926739926734,-28,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,74,"['17', '21', '24']",0.5,-29,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,75,"['17', '21', '27']",0.45833333333333326,-26,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,76,"['17', '22', '24']",0.39880952380952384,-30,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,77,"['17', '23', '28']",-0.02499999999999991,-20,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,78,"['17', '26', '27']",0.5871794871794871,-27,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,79,"['17', '27', '29']",0.23333333333333334,-28,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,80,"['17', '28', '29']",0.11752136752136744,-26,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,81,"['18', '19', '23']",0.1694444444444444,-16,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,82,"['18', '19', '26']",0.11752136752136744,-21,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,83,"['18', '22', '26']",0.23763736263736268,-26,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,84,"['18', '24', '27']",0.27499999999999997,-25,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,85,"['18', '26', '29']",0.27884615384615385,-27,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,86,"['19', '20', '25']",-0.042735042735042694,-16,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,87,"['20', '21', '22']",0.0828754578754578,-25,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,88,"['20', '23', '26']",0.40384615384615385,-21,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,89,"['20', '25', '26']",0.29914529914529914,-21,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,90,"['20', '28', '29']",0.4871794871794871,-23,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,91,"['21', '24', '29']",0.4455128205128205,-28,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0,k3_two_comm,92,"['21', '25', '26']",0.3055555555555555,-21,intra,3,2,15|15,0.1|0.001,123,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
